word,synonym
concede,profess
concede,confess
insist,take_a_firm_stand
stand_pat,stand_firm
stand_pat,hold_firm
stand_pat,stand_fast
confess,squeal
confess,fink
avow,avouch
attest,certify
attest,manifest
attest,demonstrate
attest,evidence
notarize,notarise
declare,adjudge
declare,hold
canonize,canonise
canonize,saint
contradict,negate
contradict,contravene
reprimand,censure
reprimand,criminate
savage,blast
savage,pillory
savage,crucify
admonish,reprove
chastise,castigate
chastise,objurgate
chastise,chasten
chastise,correct
call_on_the_carpet,take_to_task
call_on_the_carpet,rebuke
call_on_the_carpet,rag
call_on_the_carpet,trounce
call_on_the_carpet,reproof
call_on_the_carpet,lecture
call_on_the_carpet,reprimand
call_on_the_carpet,jaw
call_on_the_carpet,dress_down
call_on_the_carpet,call_down
call_on_the_carpet,scold
call_on_the_carpet,chide
call_on_the_carpet,berate
call_on_the_carpet,bawl_out
call_on_the_carpet,remonstrate
call_on_the_carpet,chew_out
call_on_the_carpet,chew_up
call_on_the_carpet,have_words
call_on_the_carpet,lambaste
call_on_the_carpet,lambast
tell_off,brush_down
lip_off,shoot_one's_mouth_off
reproach,upbraid
knock,criticize
knock,criticise
knock,pick_apart
belabor,belabour
preach,advocate
preach,prophesy
evangelize,evangelise
sermonize,sermonise
sermonize,preachify
sermonize,moralize
sermonize,moralise
teach,learn
teach,instruct
lecture,talk
instruct,apprise
instruct,apprize
coach,train
misinform,mislead
beat_around_the_bush,equivocate
beat_around_the_bush,tergiversate
beat_around_the_bush,prevaricate
beat_around_the_bush,palter
falsify,distort
falsify,garble
falsify,warp
typify,symbolize
typify,symbolise
typify,stand_for
typify,represent
misrepresent,belie
tinge,color
tinge,colour
tinge,distort
color,colour
color,gloss
pose,impersonate
pose,personate
feign,sham
feign,pretend
feign,affect
feign,dissemble
make,pretend
make,make_believe
bamboozle,snow
bamboozle,hoodwink
bamboozle,pull_the_wool_over_someone's_eyes
bamboozle,lead_by_the_nose
bamboozle,play_false
talk_through_one's_hat,bullshit
talk_through_one's_hat,bull
talk_through_one's_hat,fake
overstate,exaggerate
overstate,overdraw
overstate,hyperbolize
overstate,hyperbolise
overstate,magnify
overstate,amplify
trivialize,trivialise
overemphasize,overemphasise
overemphasize,overstress
re-emphasise,re-emphasize
understate,minimize
understate,minimise
understate,downplay
fulminate,rail
denounce,tell_on
denounce,betray
denounce,give_away
denounce,rat
denounce,grass
denounce,shit
denounce,shop
denounce,snitch
denounce,stag
blame,fault
blame,find_fault
blame,pick
accuse,impeach
accuse,incriminate
accuse,criminate
charge,accuse
nag,peck
nag,hen-peck
abuse,clapperclaw
abuse,blackguard
abuse,shout
disparage,belittle
disparage,pick_at
pan,tear_apart
pan,trash
defame,slander
defame,smirch
defame,asperse
defame,denigrate
defame,calumniate
defame,smear
defame,sully
defame,besmirch
discredit,disgrace
vilify,revile
vilify,vituperate
vilify,rail
badmouth,malign
badmouth,traduce
badmouth,drag_through_the_mud
diss,insult
diss,affront
bristle_at,bridle_at
bristle_at,bridle_up
bristle_at,bristle_up
mock,bemock
caricature,ape
spoof,burlesque
spoof,parody
jeer,scoff
jeer,flout
jeer,barrack
jeer,gibe
tease,razz
tease,rag
tease,cod
tease,tantalize
tease,tantalise
tease,bait
tease,taunt
tease,twit
tease,rally
tease,ride
pull_the_leg_of,kid
incite,instigate
incite,set_off
incite,stir_up
needle,goad
ridicule,roast
ridicule,guy
ridicule,blackguard
ridicule,laugh_at
ridicule,jest_at
ridicule,rib
ridicule,make_fun
ridicule,poke_fun
satirize,satirise
satirize,lampoon
debunk,expose
joke,jest
gag,quip
horse_around,arse_around
horse_around,fool_around
horse_around,fool
deceive,betray
deceive,lead_astray
gull,dupe
gull,slang
gull,befool
gull,cod
gull,fool
gull,put_on
gull,take_in
gull,put_one_over
gull,put_one_across
kid,chaff
kid,jolly
kid,josh
kid,banter
review,critique
referee,peer_review
deprecate,depreciate
deprecate,vilipend
deflate,puncture
exuberate,exult
exuberate,rejoice
exuberate,triumph
exuberate,jubilate
cheer,root_on
cheer,inspire
cheer,urge
cheer,barrack
cheer,urge_on
cheer,exhort
cheer,pep_up
cheer,cheer_up
cheer,chirk_up
cheer,cheer_up
cheer,jolly_along
cheer,jolly_up
humor,humour
lighten,lighten_up
lighten,buoy_up
laud,extol
laud,exalt
laud,glorify
laud,proclaim
canonize,canonise
acclaim,hail
acclaim,herald
applaud,clap
applaud,spat
applaud,acclaim
boo,hiss
attack,round
attack,assail
attack,lash_out
attack,snipe
attack,assault
bombard,barrage
blister,scald
blister,whip
condemn,reprobate
condemn,decry
condemn,objurgate
condemn,excoriate
minimize,belittle
minimize,denigrate
minimize,derogate
accurse,execrate
accurse,anathemize
accurse,comminate
accurse,anathemise
accurse,anathematize
accurse,anathematise
curse,cuss
curse,blaspheme
curse,swear
curse,imprecate
ooh,aah
curse,beshrew
curse,damn
curse,bedamn
curse,anathemize
curse,anathemise
curse,imprecate
curse,maledict
consecrate,bless
consecrate,hallow
consecrate,sanctify
desecrate,unhallow
desecrate,deconsecrate
bless,sign
question,oppugn
question,call_into_question
account,answer_for
defy,dare
challenge,dispute
challenge,gainsay
contest,contend
contest,repugn
charge,lodge
charge,file
warn,discourage
warn,admonish
warn,monish
forewarn,previse
caution,admonish
caution,monish
bode,portend
bode,auspicate
bode,prognosticate
bode,omen
bode,presage
bode,betoken
bode,foreshadow
bode,augur
bode,foretell
bode,prefigure
bode,forecast
bode,predict
alarm,alert
rede,advise
rede,counsel
tip_off,tip
advise,notify
advise,give_notice
advise,send_word
advise,apprise
advise,apprize
familiarize,familiarise
familiarize,acquaint
recommend,urge
recommend,advocate
propose,suggest
propose,advise
advance,throw_out
misadvise,misguide
confer,confabulate
confer,confab
confer,consult
consult,refer
consult,look_up
consult,confer_with
prompt,remind
prompt,cue
submit,state
submit,put_forward
submit,posit
submit,bow
submit,defer
submit,accede
submit,give_in
submit,subject
move,make_a_motion
nominate,put_up
nominate,put_forward
propose,declare_oneself
propose,offer
propose,pop_the_question
flatter,blandish
eulogize,eulogise
fawn,toady
fawn,truckle
fawn,bootlick
fawn,kowtow
fawn,kotow
fawn,suck_up
curry_favor,curry_favour
curry_favor,court_favor
curry_favor,court_favour
butter_up,brown-nose
compliment,congratulate
congratulate,felicitate
rave,gush
commend,remember
commend,recommend
boast,tout
boast,swash
boast,shoot_a_line
boast,brag
boast,gas
boast,blow
boast,bluster
boast,vaunt
boast,gasconade
gloat,triumph
gloat,crow
preen,congratulate
promise,assure
pledge,plight
oblige,bind
oblige,hold
oblige,obligate
indenture,indent
oblige,accommodate
betroth,engage
betroth,affiance
betroth,plight
vow,consecrate
give,dedicate
give,consecrate
give,commit
give,devote
contract,undertake
undertake,guarantee
underwrite,subvention
underwrite,subvent
guarantee,vouch
guarantee,ensure
guarantee,insure
guarantee,assure
guarantee,secure
cover,insure
cover,underwrite
guarantee,warrant
thank,give_thanks
acknowledge,recognize
acknowledge,recognise
acknowledge,receipt
apologize,apologise
excuse,condone
excuse,explain
excuse,relieve
excuse,let_off
excuse,exempt
excuse,beg_off
take_the_fifth,take_the_Fifth
take_the_fifth,take_the_Fifth_Amendment
apologize,apologise
apologize,excuse
apologize,justify
apologize,rationalize
apologize,rationalise
defend,support
defend,fend_for
stand_up,stick_up
justify,vindicate
uphold,maintain
justify,warrant
greet,recognize
greet,recognise
address,turn_to
bow,bow_down
congee,conge
curtsy,bob
salute,present
hail,herald
welcome,receive
dismiss,usher_out
introduce,present
introduce,acquaint
reintroduce,re-introduce
precede,preface
precede,premise
precede,introduce
prologize,prologuize
prologize,prologise
absolve,justify
absolve,free
wish,bid
shrive,absolve
acquit,assoil
acquit,clear
acquit,discharge
acquit,exonerate
acquit,exculpate
excuse,pardon
extenuate,palliate
extenuate,mitigate
sentence,condemn
sentence,doom
complain,kick
complain,plain
complain,sound_off
complain,quetch
complain,kvetch
backbite,bitch
whine,grizzle
whine,yammer
whine,yawp
deter,discourage
foster,nurture
patronize,patronise
patronize,patronage
patronize,support
patronize,keep_going
patronize,patronise
patronize,condescend
murmur,mutter
murmur,grumble
murmur,croak
murmur,gnarl
grouch,grumble
grouch,scold
declaim,inveigh
raise_hell,make_a_stink
raise_hell,raise_a_stink
gripe,bitch
gripe,grouse
gripe,crab
gripe,beef
gripe,squawk
gripe,bellyache
gripe,holler
rail,inveigh
deplore,lament
deplore,bewail
deplore,bemoan
exclaim,cry
exclaim,cry_out
exclaim,outcry
exclaim,call_out
exclaim,shout
yell,scream
shout,shout_out
shout,cry
shout,call
shout,yell
shout,scream
shout,holler
shout,hollo
shout,squall
shriek,shrill
shriek,pipe_up
shriek,pipe
yowl,caterwaul
interject,come_in
interject,interpose
interject,put_in
interject,throw_in
interject,inject
clamor,clamour
vociferate,shout_out
holler,holler_out
thunder,roar
snap,snarl
rhapsodize,rhapsodise
guess,venture
guess,pretend
guess,hazard
suppose,say
second-guess,outguess
predict,foretell
predict,prognosticate
predict,call
predict,forebode
predict,anticipate
predict,promise
bet,wager
determine,find
determine,find_out
determine,ascertain
determine,check
determine,find_out
determine,see
determine,ascertain
determine,watch
determine,learn
suspect,surmise
bespeak,betoken
bespeak,indicate
bespeak,point
bespeak,signal
signalize,signalise
signalize,distinguish
singularize,singularise
read,register
read,show
read,record
indicate,point
indicate,designate
indicate,show
signalize,signalise
signalize,point_out
signalize,call_attention
wonder,question
wonder,marvel
explicate,formulate
explicate,develop
redevelop,reformulate
forecast,calculate
prophesy,vaticinate
enlighten,irradiate
hint,suggest
intimate,adumbrate
intimate,insinuate
indicate,suggest
imply,connote
suggest,evoke
suggest,paint_a_picture
suggest,intimate
connote,predicate
denote,refer
mean,intend
mean,signify
mean,stand_for
spell,import
twist,twist_around
twist,pervert
twist,convolute
twist,sophisticate
euphemize,euphemise
tone_down,moderate
tone_down,tame
unwrap,disclose
unwrap,let_on
unwrap,bring_out
unwrap,reveal
unwrap,discover
unwrap,expose
unwrap,divulge
unwrap,break
unwrap,give_away
unwrap,let_out
out,come_out
come_out_of_the_closet,out
come_out_of_the_closet,come_out
unmask,uncloak
break,get_out
break,get_around
leak,leak_out
betray,bewray
unbosom,relieve
spill_the_beans,let_the_cat_out_of_the_bag
spill_the_beans,talk
spill_the_beans,tattle
spill_the_beans,blab
spill_the_beans,peach
spill_the_beans,babble
spill_the_beans,sing
spill_the_beans,babble_out
spill_the_beans,blab_out
keep_quiet,shut_one's_mouth
keep_quiet,keep_one's_mouth_shut
spell,spell_out
rede,interpret
moralize,moralise
reinterpret,re-explain
explain,explicate
clarify,clear_up
clarify,elucidate
express,verbalize
express,verbalise
express,utter
express,give_tongue_to
miaou,miaow
talk,speak
talk,utter
talk,mouth
talk,verbalize
talk,verbalise
verbalize,verbalise
talk_of,talk_about
blubber,blubber_out
express,show
express,evince
vent,ventilate
vent,give_vent
drone,drone_on
deduce,infer
rattle_down,rattle_off
rattle_down,reel_off
rattle_down,spiel_off
rattle_down,roll_off
list,name
enumerate,recite
enumerate,itemize
enumerate,itemise
itemize,itemise
number,list
specify,set
specify,determine
specify,define
specify,fix
specify,limit
count,number
count,enumerate
count,numerate
foliate,paginate
foliate,page
total,tot
total,tot_up
total,sum
total,sum_up
total,summate
total,tote_up
total,add
total,add_together
total,tally
total,add_up
tally,chalk_up
remit,remand
remit,send_back
take_a_dare,pick_up_the_gauntlet
consider,count
consider,weigh
palatalize,palatalise
nasalize,nasalise
nasalize,nasalise
mispronounce,misspeak
tsk,tut
tsk,tut-tut
voice,sound
voice,vocalize
voice,vocalise
spill,talk
tell,narrate
tell,recount
tell,recite
rhapsodize,rhapsodise
tell,evidence
publicize,publicise
publicize,air
publicize,bare
mean,intend
elaborate,lucubrate
elaborate,expatiate
elaborate,exposit
elaborate,enlarge
elaborate,flesh_out
elaborate,expand
elaborate,expound
elaborate,dilate
embroider,pad
embroider,lard
embroider,embellish
embroider,aggrandize
embroider,aggrandise
embroider,blow_up
embroider,dramatize
embroider,dramatise
qualify,characterize
qualify,characterise
repeat,echo
repeat,reiterate
repeat,ingeminate
repeat,iterate
repeat,restate
repeat,retell
regurgitate,reproduce
harp,dwell
hark_back,return
hark_back,come_back
hark_back,recall
recur,go_back
translate,interpret
translate,render
synchronize,synchronise
latinize,Latinize
gloss,comment
gloss,annotate
paraphrase,rephrase
paraphrase,reword
lexicalize,lexicalise
talk,speak
dogmatize,dogmatise
speak,talk
monologuize,monologuise
monologuize,soliloquize
monologuize,soliloquise
converse,discourse
broach,initiate
report,describe
report,account
announce,declare
check_in,sign_in
clock_in,punch_in
clock_in,clock_on
clock_out,punch_out
clock_out,clock_off
report,cover
publish,bring_out
publish,put_out
publish,issue
publish,release
circulate,circularize
circulate,circularise
circulate,distribute
circulate,disseminate
circulate,propagate
circulate,broadcast
circulate,spread
circulate,diffuse
circulate,disperse
circulate,pass_around
telecast,televise
go_around,spread
go_around,circulate
popularize,popularise
popularize,vulgarize
popularize,vulgarise
popularize,generalize
popularize,generalise
propagandize,propagandise
propagandize,propagandise
misname,miscall
pronounce,label
pronounce,judge
rule,find
air,send
air,broadcast
air,beam
air,transmit
rerun,rebroadcast
announce,annunciate
announce,harbinger
announce,foretell
announce,herald
announce,denote
cry,blazon_out
trump,trump_out
blare_out,blat_out
advertise,publicize
advertise,advertize
advertise,publicise
advertise,advertize
advertise,promote
advertise,push
proclaim,exclaim
proclaim,promulgate
articulate,enunciate
articulate,vocalize
articulate,vocalise
pronounce,articulate
pronounce,enounce
pronounce,sound_out
pronounce,enunciate
pronounce,say
subvocalize,subvocalise
syllabize,syllabise
round,labialize
round,labialise
give_voice,formulate
give_voice,word
give_voice,phrase
give_voice,articulate
dogmatize,dogmatise
formularize,formularise
frame,redact
frame,cast
frame,put
frame,couch
bumble,stutter
bumble,stammer
bumble,falter
blurt_out,blurt
blurt_out,blunder_out
blurt_out,blunder
blurt_out,ejaculate
tone,inflect
tone,modulate
stress,accent
stress,accentuate
vocalize,vocalise
vocalize,vowelize
vocalize,vowelise
utter,emit
utter,let_out
utter,let_loose
sputter,splutter
describe,depict
describe,draw
symbolize,symbolise
actualize,actualise
dramatize,dramatise
overdramatize,overdramatise
address,speak
deliver,present
address,accost
address,come_up_to
address,direct
misdirect,misaddress
enlighten,edify
placard,bill
gesticulate,gesture
gesticulate,motion
telepathize,telepathise
apostrophize,apostrophise
code,encipher
code,cipher
code,cypher
code,encrypt
code,inscribe
code,write_in_code
decode,decrypt
decode,decipher
transliterate,transcribe
romanize,Romanize
romanize,Romanise
romanize,Latinize
romanize,Latinise
sign,subscribe
autograph,inscribe
endorse,indorse
cosign,co-sign
record,tape
demagnetize,demagnetise
write,save
erase,delete
record,enter
record,put_down
set_forth,expound
set_forth,exposit
file,file_away
file,register
log_up,clock_up
film,shoot
film,take
videotape,tape
photograph,snap
photograph,shoot
score,mark
underline,underscore
type,typewrite
jot_down,jot
scribble,scrabble
sketch,outline
sketch,adumbrate
write,drop_a_line
cable,telegraph
cable,wire
fax,telefax
fax,facsimile
sum_up,summarize
sum_up,summarise
sum_up,resume
recapitulate,recap
retrograde,rehash
retrograde,hash_over
state,say
state,tell
affirm,verify
affirm,assert
affirm,avow
affirm,aver
affirm,swan
affirm,swear
confirm,reassert
validate,corroborate
swear,depose
swear,depone
remonstrate,point_out
stress,emphasize
stress,emphasise
stress,punctuate
stress,accent
stress,accentuate
drive_home,ram_home
drive_home,press_home
underscore,underline
underscore,emphasize
underscore,emphasise
testify,attest
testify,take_the_stand
testify,bear_witness
testify,bear_witness
testify,prove
testify,evidence
testify,show
adduce,abduce
adduce,cite
allege,aver
allege,say
assert,asseverate
assert,maintain
predicate,proclaim
maintain,defend
demand,exact
stipulate,qualify
stipulate,condition
stipulate,specify
assure,tell
note,observe
note,mention
note,remark
write_down,set_down
write_down,get_down
write_down,put_down
dash_down,dash_off
complete,fill_out
complete,fill_in
complete,make_out
note,take_down
exemplify,illustrate
exemplify,instance
conclude,resolve
arrange,fix_up
specify,particularize
specify,particularise
specify,specialize
specify,specialise
overgeneralize,overgeneralise
generalize,generalise
generalize,extrapolate
generalize,infer
universalize,universalise
generalize,generalise
mention,cite
quote,cite
quote,cite
mention,advert
mention,bring_up
mention,cite
mention,name
mention,refer
invoke,appeal
raise,bring_up
call_up,bring_forward
slip_in,stick_in
slip_in,sneak_in
slip_in,insert
drag_up,dredge_up
name,identify
allude,touch
allude,advert
drive,get
drive,aim
add,append
add,supply
opine,speak_up
opine,speak_out
opine,animadvert
opine,sound_off
editorialize,editorialise
baptize,baptise
baptize,christen
style,title
dub,nickname
name,call
go_by,go_under
entitle,title
designate,denominate
excommunicate,unchurch
excommunicate,curse
post,brand
mail,post
mail,send
e-mail,email
e-mail,netmail
disk-jockey,disc-jockey
disk-jockey,DJ
cover,treat
cover,handle
cover,plow
cover,deal
cover,address
theologize,theologise
discourse,talk_about
discourse,discuss
browbeat,bully
browbeat,swagger
queer,expose
queer,scupper
queer,endanger
queer,peril
chatter,piffle
chatter,palaver
chatter,prate
chatter,tittle-tattle
chatter,twaddle
chatter,clack
chatter,maunder
chatter,prattle
chatter,blab
chatter,gibber
chatter,tattle
chatter,blabber
chatter,gabble
yack,jaw
yack,yack_away
yack,rattle_on
yack,yap_away
babble,blather
babble,smatter
babble,blether
babble,blither
chat_up,flirt
chat_up,dally
chat_up,butterfly
chat_up,coquet
chat_up,coquette
chat_up,romance
chat_up,philander
chat_up,mash
chew_the_fat,shoot_the_breeze
chew_the_fat,chat
chew_the_fat,confabulate
chew_the_fat,confab
chew_the_fat,chitchat
chew_the_fat,chit-chat
chew_the_fat,chatter
chew_the_fat,chaffer
chew_the_fat,natter
chew_the_fat,gossip
chew_the_fat,jaw
chew_the_fat,claver
chew_the_fat,visit
shmooze,shmoose
shmooze,schmooze
shmooze,schmoose
shmooze,jawbone
sign,signal
sign,signalize
sign,signalise
lip-synch,lip-sync
close_up,clam_up
close_up,dummy_up
close_up,shut_up
close_up,belt_up
close_up,button_up
close_up,be_quiet
close_up,keep_mum
beckon,wave
dish_the_dirt,gossip
rumor,rumour
rumor,bruit
snivel,whine
whistle,sing
mumble,mutter
mumble,maunder
mumble,mussitate
spit,spit_out
groan,moan
grumble,growl
grumble,rumble
roar,howl
yawp,bawl
sough,purl
howl,ululate
howl,wail
howl,roar
howl,yawl
howl,yaup
squall,waul
squall,wawl
howl,wrawl
howl,yammer
howl,yowl
bay,quest
yelp,yip
yelp,yap
bleat,blate
bleat,blat
bleat,baa
bawl,bellow
bellow,roar
squawk,screak
squawk,skreak
squawk,skreigh
squawk,screech
chant,intone
chant,intonate
chant,cantillate
intonate,intone
yodel,warble
yodel,descant
warble,trill
warble,quaver
quaver,waver
declaim,recite
rant,mouth_off
rant,jabber
rant,spout
rant,rabbit_on
rant,rave
peep,cheep
peep,chirp
peep,chirrup
churr,whirr
meow,mew
purr,make_vibrant_sounds
honk,cronk
honk,claxon
chitter,twitter
hiss,siss
hiss,sizz
hiss,sibilate
hiss,sizz
hiss,siss
hiss,sibilate
hee-haw,bray
squeal,oink
cluck,click
cluck,clack
moo,low
jam,block
mince,soften
mince,moderate
crunch,scranch
crunch,scraunch
crunch,crackle
comment,notice
comment,remark
comment,point_out
kibitz,kibbitz
notice,acknowledge
ignore,disregard
ignore,snub
ignore,cut
neigh,nicker
neigh,whicker
neigh,whinny
give,throw
give,pay
give,render
carry,convey
carry,express
express,state
render,deliver
render,return
set,mark
send,get_off
send,send_off
come_across,come_over
invite,call_for
thrash_out,hammer_out
croak,cronk
write_out,issue
write_out,make_out
write_out,cut
introduce,bring_out
puff,puff_up
keep,maintain
confront,face
confront,present
tone,chant
tone,intone
hurl,throw
traverse,deny
etymologize,etymologise
pluralize,pluralise
compete,vie
compete,contend
put_in,submit
try_for,go_for
move,go
bluff,bluff_out
draw,cast
trump,ruff
confront,face
front,breast
meet,encounter
meet,play
meet,take_on
pit,oppose
pit,match
pit,play_off
enter,participate
drop_out,give_up
drop_out,fall_by_the_wayside
drop_out,drop_by_the_wayside
drop_out,throw_in
drop_out,throw_in_the_towel
drop_out,quit
drop_out,chuck_up_the_sponge
demolish,destroy
face_off,bully_off
referee,umpire
handicap,hinder
handicap,hamper
race,run
arm,build_up
arm,fortify
arm,gird
rearm,re-arm
disarm,demilitarize
disarm,demilitarise
disarm,unarm
demobilize,demobilise
demobilize,demob
mobilize,mobilise
station,post
station,send
station,place
team,team_up
gang,gang_up
group,aggroup
contend,fight
contend,struggle
fight,oppose
fight,fight_back
fight,fight_down
fight,defend
settle,get_back
battle,combat
go_to_war,take_arms
go_to_war,take_up_arms
campaign,take_the_field
campaign,run
criticize,criticise
officiate,function
caddie,caddy
enlist,draft
enlist,muster_in
discharge,muster_out
call_up,mobilize
call_up,mobilise
call_up,rally
demobilize,inactivate
demobilize,demobilise
recruit,levy
recruit,raise
militarize,militarise
remilitarize,remilitarise
demilitarize,demilitarise
outpoint,outscore
prevail,triumph
beat,beat_out
beat,crush
beat,shell
beat,trounce
beat,vanquish
worst,pip
worst,mop_up
worst,whip
worst,rack_up
lurch,skunk
break_down,crush
get_the_best,have_the_best
get_the_best,overcome
spread-eagle,spreadeagle
spread-eagle,rout
cut_down,cut_out
cheat,chouse
cheat,shaft
cheat,screw
cheat,chicane
cheat,jockey
outwit,overreach
outwit,outsmart
outwit,outfox
outwit,beat
outwit,circumvent
outshout,outcry
surpass,outstrip
surpass,outmatch
surpass,outgo
surpass,exceed
surpass,outdo
surpass,surmount
surpass,outperform
better,break
get_the_better_of,overcome
get_the_better_of,defeat
overcome,get_over
overcome,subdue
overcome,surmount
overcome,master
rout,rout_out
rout,expel
outdo,outflank
outdo,trump
outdo,best
outdo,scoop
manoeuver,maneuver
manoeuver,manoeuvre
manoeuver,operate
outmaneuver,outmanoeuvre
outmaneuver,outsmart
overpower,overmaster
overpower,overwhelm
steamroller,steamroll
gain,advance
gain,win
gain,pull_ahead
gain,make_headway
gain,get_ahead
gain,gain_ground
win_back,get_back
score,hit
score,tally
score,rack_up
fall_back,lose
fall_back,drop_off
fall_back,fall_behind
fall_back,recede
keep_step,keep_pace
checkmate,mate
sic,set
tie,draw
equalize,equalise
equalize,get_even
surrender,give_up
resist,stand
resist,fend
resist,hold_out
resist,withstand
resist,stand_firm
complete,nail
neutralize,neutralise
attack,aggress
attack,assail
assail,assault
assail,set_on
assail,attack
pepper,pelt
immobilize,immobilise
charge,bear_down
outrival,outvie
chicken-fight,chickenfight
strike,hit
feather,square
feather,square
counterattack,counterstrike
take_the_count,remain_down
storm,surprise
invade,occupy
beset,set_upon
blockade,seal_off
blockade,block_off
barricade,barricado
besiege,beleaguer
besiege,surround
besiege,hem_in
besiege,circumvent
immunize,immunise
guard,ward
defend,guard
defend,hold
shield,screen
wall,palisade
wall,fence
wall,fence_in
wall,surround
repel,repulse
repel,fight_off
repel,rebuff
repel,drive_back
check,turn_back
check,arrest
check,stop
check,contain
check,hold_back
bombard,bomb
atom-bomb,nuke
nuke,atomize
nuke,atomise
nuke,zap
fire,discharge
fire,discharge
fire,go_off
loose_off,let_fly
loose_off,let_drive
blast,shoot
blaze_away,blaze
sharpshoot,snipe
open_fire,fire
blast,shell
shoot,hit
shoot,pip
ambush,scupper
ambush,bushwhack
ambush,waylay
ambush,lurk
ambush,ambuscade
ambush,lie_in_wait
bet_on,back
bet_on,gage
bet_on,stake
bet_on,game
bet_on,punt
parlay,double_up
bird,birdwatch
scallop,scollop
fly-fish,flyfish
still-hunt,ambush
hunt,run
hunt,hunt_down
hunt,track_down
jacklight,jack
strive,reach
strive,strain
kill_oneself,overexert_oneself
parry,block
parry,deflect
rule_out,rule_in
pull,root_for
champion,defend
weight-lift,weightlift
weight-lift,press
target,aim
target,place
target,direct
target,point
aim,take
aim,train
aim,take_aim
aim,direct
charge,level
charge,point
range_in,home_in
range_in,zero_in
retaliate,strike_back
revenge,avenge
revenge,retaliate
get_even,get_back
pay_back,pay_off
pay_back,get
pay_back,fix
retire,strike_out
overtake,catch
overtake,catch_up_with
bet,wager
bet,play
consume,ingest
consume,take_in
consume,take
consume,have
consume,eat_up
consume,use_up
consume,eat
consume,deplete
consume,exhaust
consume,run_through
consume,wipe_out
consume,squander
consume,waste
consume,ware
use,expend
use,utilize
use,utilise
use,apply
use,employ
put,assign
misapply,misuse
overuse,overdrive
work_through,run_through
work_through,go_through
cannibalize,cannibalise
cannibalize,cannibalise
recycle,reprocess
recycle,reuse
exploit,work
strip_mine,surface_mine
strip_mine,surface-mine
exploit,tap
use,habituate
addict,hook
strain,extend
overstrain,overextend
exert,exercise
tax,task
take_out,take_away
eat_in,dine_in
eat_out,dine_out
gluttonize,gluttonise
gluttonize,fress
wolf,wolf_down
swill,swill_down
drink,imbibe
guggle,gurgle
lap,lap_up
lap,lick
drink,booze
drink,fuddle
pub-crawl,bar_hop
tipple,bib
drink,tope
partake,touch
pitch_in,dig_in
tuck_in,tuck_away
tuck_in,put_away
nosh,snack
pick_at,peck_at
pick_at,peck
peck,pick_up
gobble,bolt
garbage_down,gobble_up
garbage_down,shovel_in
garbage_down,bolt_down
nibble,pick
nibble,piece
browse,graze
chomp,champ
mumble,gum
toast,drink
toast,pledge
toast,salute
toast,wassail
drain_the_cup,drink_up
regale,treat
live_in,sleep_in
live_out,sleep_out
slop,swill
feed,give
undernourish,malnourish
feed,eat
serve,serve_up
serve,dish_out
serve,dish_up
serve,dish
pander,pimp
pander,procure
serve,help
feed,feast
gratify,pander
gratify,indulge
provide,supply
provide,ply
provide,cater
meet,satisfy
meet,fill
meet,fulfill
meet,fulfil
sustain,keep
sustain,maintain
feast,banquet
feast,junket
feast,banquet
feast,junket
breastfeed,suckle
breastfeed,suck
breastfeed,nurse
breastfeed,wet-nurse
breastfeed,lactate
breastfeed,give_suck
wean,ablactate
starve,famish
starve,famish
starve,hunger
starve,famish
crave,hunger
crave,thirst
crave,starve
crave,lust
want,need
want,require
keep_off,avoid
souse,soak
souse,inebriate
souse,hit_it_up
intoxicate,soak
intoxicate,inebriate
befuddle,fuddle
delight,enjoy
delight,revel
have_a_ball,have_a_good_time
indulge,luxuriate
sow_one's_oats,sow_one's_wild_oats
dunk,dip
run_low,run_short
run_low,go
gorge,ingurgitate
gorge,overindulge
gorge,glut
gorge,englut
gorge,stuff
gorge,engorge
gorge,overgorge
gorge,overeat
gorge,gormandize
gorge,gormandise
gorge,gourmandize
gorge,binge
gorge,pig_out
gorge,satiate
gorge,scarf_out
avail,help
satiate,sate
satiate,replete
satiate,fill
cloy,pall
quell,stay
quell,appease
fatten,fat
fatten,flesh_out
fatten,fill_out
fatten,plump
fatten,plump_out
fatten,fatten_out
fatten,fatten_up
sample,try
sample,try_out
sample,taste
fritter,frivol_away
fritter,dissipate
fritter,shoot
fritter,fritter_away
fritter,fool
fritter,fool_away
abstain,refrain
abstain,desist
kick,give_up
devour,guttle
devour,raven
devour,pig
eat_up,finish
eat_up,polish_off
devour,down
devour,consume
devour,go_through
metabolize,metabolise
take_in,sop_up
take_in,suck_in
take_in,take_up
puff,whiff
puff,drag
puff,draw
take_a_hit,snort
light_up,fire_up
light_up,light
free-base,base
huff,snort
drug,do_drugs
trip,trip_out
trip,turn_on
trip,get_off
chew,masticate
chew,manducate
chew,jaw
crunch,munch
swallow,get_down
gulp,quaff
gulp,swig
toss_off,pop
toss_off,bolt_down
toss_off,belt_down
toss_off,pour_down
toss_off,down
toss_off,drink_down
toss_off,kill
nourish,nurture
nourish,sustain
feed_on,feed_upon
raven,prey
raven,predate
prey,feed
fill_up,fill
quench,slake
quench,allay
quench,assuage
nutrify,aliment
nutrify,nourish
luxuriate,wanton
burn_off,burn
burn_off,burn_up
carry,hold
touch,adjoin
touch,meet
touch,contact
trap,pin
trap,immobilize
trap,immobilise
touch,disturb
cover,spread_over
grass,grass_over
hit,strike
